kind,game_id,gameday,season,home_team,away_team,venue,start_time_utc,home_record,away_record,p_home_win,p_away_win,p_tie,derived_ml,p_home_win_derived,p_away_win_derived,mu_h,mu_a,mu_margin,mu_total,fair_spread,fair_total,spread_line,total_line,has_offer,p_cover_offered,p_push_offered,p_over_offered,p_under_offered,p_push_total_offered,home_score,away_score,total,margin,p_over_fair,p_cover_fair,y_over_fair,y_under_fair,y_push_fair,y_cover_fair,y_push_spread_fair,y_over_offered,y_under_offered,y_push_total_offered,y_cover_offered,y_push_spread_offered,y_home_win,decided,frame_view,pred_home,pred_away,p_home_cover_m8,p_push_m8,p_home_cover_m7,p_push_m7,p_home_cover_m6,p_push_m6,p_home_cover_m5,p_push_m5,p_home_cover_m4,p_push_m4,p_home_cover_m3,p_push_m3,p_home_cover_m2,p_push_m2,p_home_cover_m1,p_push_m1,p_home_cover_0,p_push_0,p_home_cover_1,p_push_1,p_home_cover_2,p_push_2,p_home_cover_3,p_push_3,p_home_cover_4,p_push_4,p_home_cover_5,p_push_5,p_home_cover_6,p_push_6,p_home_cover_7,p_push_7,p_home_cover_8,p_push_8,p_home_cover_m0_5,p_home_cover_0_5,p_over_4,p_under_4,p_push_total_4,p_over_5,p_under_5,p_push_total_5,p_over_6,p_under_6,p_push_total_6,p_over_7,p_under_7,p_push_total_7,p_over_8,p_under_8,p_push_total_8,p_over_9,p_under_9,p_push_total_9,p_over_10,p_under_10,p_push_total_10,p_over_11,p_under_11,p_push_total_11,p_over_12,p_under_12,p_push_total_12
oof,2024020800,2025-01-28,2024,MTL,WPG,Centre Bell,2025-01-29T00:00:00Z,98-90,97-80,0.5,0.5,0.14179724342015637,0.3389,0.45178629802551085,0.38281370197448916,2.808512645492583,3.301230207368355,-0.492717561875772,6.109742852860938,-1.0,5.0,,,False,,,,,,1.0,4.0,5.0,-3.0,0.5133102800707485,0.5060223627394962,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,True,oof,2.808512645492583,3.301230207368355,0.9963,0.0025,0.9925009289469502,0.0038128581602551435,0.9919162829098274,0.004295903259374051,0.9760996115942805,0.015583097469412404,0.9183096558386497,0.05732084955703844,0.8319269153041334,0.08598487444744135,0.7128016074550804,0.1183140550136482,0.5060223627394962,0.21202624140727985,0.4395980322125367,0.14179724342015637,0.29537636690747726,0.21958590282546755,0.17064304334492703,0.1244444252009406,0.0705574545650217,0.10199486288910647,0.019931765411790106,0.048440830780224785,0.005798117999770575,0.013260529381836163,0.0031530592214651094,0.0022174656550087053,0.00029984406589948456,0.003370017188370794,0.0002,0.0001,0.5043,0.3389,0.7418996742708996,0.16413731739476717,0.09396300833433313,0.5133102800707485,0.25823601101582216,0.22845370891342923,0.38597159321494434,0.4931618673446799,0.12086653944037576,0.215954036976406,0.6156803484046359,0.16836561461895802,0.13559809228429529,0.7834687537758679,0.08093315393983683,0.05686954676181437,0.8669042776320737,0.076226175606112,0.03130508145965768,0.9448216541844949,0.02387326435584741,0.00859195794283192,0.9701116690043216,0.0212963730528466,0.0003427603119675386,0.9925006622873486,0.007156577400683845
oof,2024020802,2025-01-28,2024,NYR,CAR,Madison Square Garden,2025-01-29T00:00:00Z,73-91,125-73,0.5,0.5,0.15089098034642467,0.4108,0.47143465812803753,0.35146534187196243,2.55904922191077,2.551050117236538,0.00799910467423226,5.1100993391473075,-1.0,4.0,,,False,,,,,,0.0,4.0,4.0,-4.0,0.7358634743605258,0.5240097234741666,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,True,oof,2.55904922191077,2.551050117236538,0.9993999990005998,0.0005999999993999999,0.9960458590158241,0.003354505326461046,0.9907212899636032,0.005930082715437525,0.9803243026601062,0.01049126871436379,0.9287287658815556,0.05187527663960145,0.8377737948577119,0.09115893686701362,0.7310008983390012,0.10513812510356559,0.5240097234741666,0.22520109224393894,0.4643202539889426,0.15089098034642467,0.3331994855399674,0.20145066048272076,0.18619107751113637,0.13969725980700798,0.07265547369563538,0.11853547288834629,0.020532777246740287,0.05165165691251599,0.006084826811146409,0.013527092965436506,0.003112587509541065,0.0026386221148162357,0.0004996573359015954,0.0032950990084637533,9.99999999e-10,0.0004999999995,0.5879,0.4108,0.7358634743605258,0.1649682624120978,0.0991682632273765,0.5145484521195287,0.2622175892285338,0.22323395865193757,0.3940646663045021,0.46919446678407195,0.13674086691142603,0.23086519011600304,0.612566474639858,0.15656833524413888,0.1427079806596715,0.774475163747614,0.08281685559271443,0.047863410970788764,0.8545973724282108,0.0975392166010006,0.018432987300887747,0.949488514319501,0.03207849837961132,0.0023513083335237237,0.9784468494740617,0.019201842192414536,8.07203362963766e-06,0.995853532903241,0.0041383950631294075
oof,2024020803,2025-01-28,2024,NYI,COL,UBS Arena,2025-01-29T00:30:00Z,78-86,115-69,0.5,0.5,0.12248342149795917,0.2471,0.42357645768455277,0.43602354231544727,2.5684467136172775,3.839211689259032,-1.2707649756417543,6.40765840287631,-2.0,6.0,,,False,,,,,,5.0,2.0,7.0,3.0,0.37985810963045125,0.6917479597449054,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,2.5684467136172775,3.839211689259032,0.9901,0.0062,0.9861808207744162,0.004016504864085531,0.9922523849678019,0.003718993461646306,0.9697774569621325,0.022312377101227788,0.9107671272041924,0.060688538495373416,0.8274403544759075,0.08179963854436018,0.6917479597449054,0.13529605214247736,0.4548750981642471,0.23969225799873015,0.4065020526724025,0.12248342149795917,0.23987861511961364,0.24057486421524252,0.13479677570636148,0.10639396012511872,0.06532439824845324,0.0658429437022013,0.016922894721296277,0.04332979316444662,0.004091089507299808,0.012086480531404955,0.002939162681865814,0.001014673753413632,0.00019990702163587076,0.003202384331602689,0.0001,0.0001,0.3875,0.2471,0.7444711972058281,0.16413841373756866,0.09139038905660324,0.5122873402974066,0.2567537296740982,0.23095893002849505,0.37985810963045125,0.49505196375663046,0.12508992661291837,0.2121451708566791,0.6158903070556678,0.17196452208765295,0.13366988269795504,0.7855021428666912,0.08082797443535383,0.05938350576642088,0.8691144814556475,0.07150201277793161,0.03519535506243453,0.9428984164444926,0.02190622849307282,0.012580507427085965,0.9658570175634144,0.021562475009499708,0.0013453435879180013,0.990534469826306,0.008120186585775967
oof,2024020805,2025-01-28,2024,VGK,DAL,T-Mobile Arena,2025-01-29T03:00:00Z,108-89,111-77,0.5,0.5,0.14152650652918897,0.5298,0.513082553722759,0.322617446277241,3.148696787586816,2.414577487080131,0.7341193005066851,5.563274274666947,0.0,5.0,,,False,,,,,,3.0,4.0,7.0,-1.0,0.5145915364452665,0.5120004620240699,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,True,oof,3.148696787586816,2.414577487080131,0.9999999979999998,9.99999998e-10,0.9968156622367795,0.0031843367632838427,0.9903394468377524,0.006539873848928764,0.9838082952748668,0.0066403221227019195,0.9366187798918665,0.04684118129840616,0.839068636080065,0.09803833661177566,0.7602239100530154,0.0780880329713043,0.5953416369280446,0.16627329642128616,0.5120004620240699,0.14152650652918897,0.39429915841165175,0.19755561804824712,0.2358646960809436,0.1588391709575259,0.07978901505829081,0.16532597879102176,0.02571020314608573,0.05697107001554883,0.01082353875007173,0.01507909406220361,0.003790546102672549,0.007142661512169136,0.002692836341839927,0.0037412728155144016,0.0008,0.0019,0.6941,0.5298,0.7384303432922577,0.16453213608409403,0.09703752062364841,0.5145915364452665,0.26067485883494707,0.2247336047197864,0.39361206815046945,0.4841968054980363,0.12219112635149434,0.2230564139040399,0.6116941401469829,0.16524944594897722,0.13960487794534146,0.7785098835533747,0.08188523850128389,0.05175347151708306,0.8606345851167855,0.08761194336613137,0.02429914169766253,0.9468987711708888,0.028802087131448523,0.00383559258667444,0.9756207558158397,0.020543651597485894,2.0430348150843498e-05,0.9946494528016199,0.005330116850229366
oof,2024020806,2025-01-28,2024,SEA,ANA,Climate Pledge Arena,2025-01-29T03:00:00Z,69-95,84-92,0.4825475499788042,0.5174524500211958,0.14697332637317484,0.4073,0.47050713374009423,0.35739286625990574,2.813443912160398,2.8634887962520152,-0.05004488409161745,5.676932708412413,-1.0,5.0,,,False,,,,,,4.0,6.0,10.0,-2.0,0.5155262037948186,0.5272360769472277,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,True,oof,2.813443912160398,2.8634887962520152,0.9993,0.0002,0.99572695559602,0.003573584771434479,0.9913163129020633,0.005179379011787612,0.9796776436962151,0.011489421013103478,0.9255574416950824,0.05365175406926898,0.8357992677269089,0.08989796893131911,0.7322060807265203,0.10176549821058431,0.5272360769472277,0.21520158178760787,0.46411522851340553,0.14697332637317484,0.33176207008160263,0.20378776190471265,0.18744526106669998,0.13879591296757157,0.07339796391299416,0.11701985483846446,0.021636262238099745,0.05091685451632233,0.006921517623871359,0.013882014385598662,0.0034567949589167646,0.0025927925091214893,0.0011984655277008614,0.0035296273080539964,0.0004,0.0008,0.5794,0.4073,0.7391600430933101,0.16444814108285555,0.09639181582383433,0.5155262037948186,0.2607182400370305,0.22375555616815088,0.390615304009333,0.483998808630481,0.1253858873601861,0.2214750277700727,0.6118868214043125,0.1666381508256148,0.13878179454064346,0.779464046561579,0.08175415889777758,0.05290406945494239,0.8613406182690575,0.08575531227600006,0.02573861108200687,0.9468375550287049,0.027423833889288162,0.005126749889687432,0.9743045967374822,0.020568653372830512,8.941945533734978e-05,0.9942596786154987,0.0056509019291640155
oof,2024020804,2025-01-28,2024,CGY,WSH,Scotiabank Saddledome,2025-01-29T02:00:00Z,75-89,99-75,0.48286000825682973,0.5171399917431703,0.14482993213572798,0.2702,0.4311600814365879,0.4002399185634121,2.2624529931599757,3.207745749245901,-0.9452927560859252,5.470198742405877,-1.0,5.0,,,False,,,,,,1.0,3.0,4.0,-2.0,0.5148693467445203,0.4699816837602752,0.0,1.0,0.0,0.0,0.0,,,,,,0.0,True,oof,2.2624529931599757,3.207745749245901,0.9953,0.0033,0.9915128759557283,0.003809168538911137,0.9919671686474983,0.004217241371298754,0.9742598785774023,0.017480149179048922,0.9149743825965436,0.05983502300752408,0.8313464996844103,0.08319009734763091,0.698843508355245,0.1312042855840535,0.4699816837602752,0.24096503679906578,0.4111166871537718,0.14482993213572798,0.2512663941636645,0.22645154698301515,0.1378596604309193,0.10795565586036757,0.06461873753193552,0.07298158618408845,0.01704884280327969,0.042387077903953026,0.0038082163279518845,0.012282430589976188,0.0025422856648399292,0.0011855219696537411,9.995715167933372e-05,0.0028695258177205258,9.99999999e-10,9.99999999e-05,0.4388,0.2702,0.7377070559446439,0.1646790357313017,0.09761390832405441,0.5148693467445203,0.26127343905512485,0.22385721420035493,0.39421602955701684,0.4801311826230776,0.12565278781990571,0.22539462558857357,0.6120766132959472,0.16252876111547926,0.140302081848093,0.7774160188524813,0.08228189929942563,0.051428987535199006,0.8553481228827065,0.09322288958209454,0.02356926088848023,0.9482075386930494,0.028223200418470425,0.004103608583464026,0.9756777181410057,0.02021867327553034,6.583955817144567e-05,0.9950161153211698,0.0049180451206586335
oof,2024020807,2025-01-29,2024,TOR,MIN,Scotiabank Arena,2025-01-30T00:00:00Z,91-86,98-83,0.5798501732859523,0.42014982671404766,0.1494816880800312,0.368,0.4599106138067298,0.36478938619327017,2.817492754299219,3.1191651639404294,-0.3016724096412102,5.936657918239648,-1.0,5.0,,,False,,,,,,1.0,3.0,4.0,-2.0,0.514112435595269,0.5152612758600958,0.0,1.0,0.0,0.0,0.0,,,,,,0.0,True,oof,2.817492754299219,3.1191651639404294,0.9978,0.0013,0.9941158786088847,0.003689029439005355,0.9917404136678213,0.00459729217003112,0.977953492700161,0.013527468112632139,0.9215158153427482,0.0557327674366539,0.8336394410436779,0.08776781519835901,0.7249102456042696,0.10705675781430188,0.5152612758600958,0.21663120035943023,0.4486474231638274,0.1494816880800312,0.3111508932612592,0.21257666014544696,0.1807702548239865,0.12802877122679276,0.07242350880561299,0.11029302778250553,0.020653354768382703,0.05061485023661752,0.006625331511151675,0.013407454996669172,0.003332357133330453,0.0026866974714440297,0.0011984734655014174,0.0033997400088213833,0.0004,0.0008,0.5433,0.368,0.7409168651817662,0.16424586486810233,0.09483726995013146,0.514112435595269,0.25912350289509667,0.22676406150963438,0.38932469242125606,0.4917573935376751,0.11891791404106887,0.21781522951400953,0.6136075147167731,0.16857725576921737,0.13681788273089235,0.7819307929624962,0.08125132430661136,0.05535005804548664,0.8648584285985164,0.07979151335599696,0.029201929440078604,0.9455710515605943,0.02522701899932708,0.00678031454315156,0.9720898666946843,0.02112981876216411,0.0003753346878918237,0.993865292860724,0.005759372451384148
oof,2024020808,2025-01-29,2024,FLA,LAK,Amerant Bank Arena,2025-01-30T00:00:00Z,103-84,85-89,0.6018519283534509,0.3981480716465491,0.1520242827526439,0.516,0.509528665196483,0.31277133480351704,3.0110642743019778,2.3502373671534507,0.6608269071485271,5.361301641455428,0.0,5.0,,,False,,,,,,3.0,0.0,3.0,3.0,0.5148279706731517,0.5036990248096752,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.0110642743019778,2.3502373671534507,0.9996999990002999,0.00029999999969999993,0.9968201639859894,0.0028798832429780675,0.9901875752443322,0.006789913782811678,0.9824846452190584,0.00782883909710566,0.9357859165426496,0.0471491705721151,0.8378162737667674,0.09847587144625812,0.7604647643187311,0.0776843949294179,0.5951834544094619,0.16628397382789986,0.5036990248096752,0.1520242827526439,0.38707141270898626,0.18953676632068944,0.22552607180723164,0.15282519736118474,0.07899080469986211,0.15235233029658932,0.024477708426597303,0.05699912749587404,0.010274590163366522,0.014532513829779076,0.0037795446903760954,0.006142292392181419,0.0033887827471958203,0.0036761312447355283,0.001,0.0024,0.6937,0.516,0.7375749865022091,0.16481597345513793,0.097609040042653,0.5148279706731517,0.2614802855752175,0.22369174375163087,0.3974898434546405,0.48088284635206213,0.12162731019329732,0.2269349240384013,0.6118359005250187,0.16122917543658002,0.14140481481644146,0.7763504881297082,0.08224469705385022,0.05002841538753482,0.8534443497411071,0.0965272348713581,0.02124353753848956,0.9495249413293906,0.02923152113211982,0.0033307035131615197,0.9769338298391428,0.01973546664769569,2.0430280946277363e-05,0.9951442846296673,0.004835285089386491
oof,2024020809,2025-01-29,2024,NJD,PHI,Prudential Center,2025-01-30T00:00:00Z,85-84,80-94,0.5539269498422014,0.44607305015779863,0.13234152817884529,0.5786,0.5257692463468099,0.3220307536531901,3.6072499299392753,2.6198554890819734,0.9873944408573019,6.227105419021249,0.0,6.0,,,False,,,,,,5.0,0.0,5.0,5.0,0.3828451546038669,0.534109266634111,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.6072499299392753,2.6198554890819734,0.9994,0.0003,0.9962896297717675,0.0031106697162299637,0.99063241590633,0.006154779005445454,0.9835107271757842,0.007121482026123075,0.9359753127476602,0.04680418091726097,0.8357959930922073,0.10080921764853859,0.7725297692343477,0.06518675606206885,0.6293950939267403,0.13340728075069605,0.534109266634111,0.13234152817884529,0.41779175427640936,0.19178467948965552,0.26078040493890337,0.15451624775231618,0.08445447300554734,0.17925357620530788,0.028197359441850214,0.06014339947066864,0.014036570220805736,0.01564611824176749,0.004179003390570879,0.01019614713241844,0.005767563332511113,0.003981941621627922,0.0023,0.0035,0.7308,0.5786,0.7439037049504234,0.1643917419725613,0.09170455307701528,0.5134548344986665,0.25781829873175177,0.22872686676958176,0.3828451546038669,0.49346187362232236,0.12369297177381068,0.21381340997693685,0.6139696489376948,0.1722169410853684,0.13463159049402393,0.7841881889515367,0.08118022055443944,0.0581955218594075,0.8675683340400973,0.07423614410049525,0.033100154190384964,0.9442983705683602,0.022601475241254883,0.009684752961248825,0.9687646094262349,0.021550637612516344,0.0007871954595033168,0.9921852885654736,0.007027515975023032
oof,2024020810,2025-01-29,2024,NSH,VAN,Bridgestone Arena,2025-01-30T02:00:00Z,68-96,63-101,0.6356149328593448,0.3643850671406552,0.14258968425927174,0.4878,0.49144879236318584,0.34245120763681414,3.4456815484553216,2.9757573305265668,0.46992421792875483,6.421438878981888,0.0,6.0,,,False,,,,,,1.0,3.0,4.0,-2.0,0.37862936388484625,0.4955357444061446,0.0,1.0,0.0,0.0,0.0,,,,,,0.0,True,oof,3.4456815484553216,2.9757573305265668,0.9994,0.0005,0.9959614917560453,0.0034388905485170014,0.9912724532286805,0.00532328102674202,0.9812069608360793,0.009835000231839763,0.9294083279655306,0.05089833032638016,0.8363811655273589,0.09322496148469848,0.7476659459835777,0.08732297485119414,0.5881919071357848,0.15371153332419024,0.4955357444061446,0.14258968425927174,0.3738198629682148,0.20166175797471889,0.22844882882898862,0.1458475115502695,0.07947085918261568,0.15430578714865603,0.025014239119151526,0.05690131972562827,0.010434412226125182,0.014796835588104762,0.0038888869109445913,0.005522183339404783,0.0034880869731505632,0.0037872745674837225,0.0012,0.0023,0.6539,0.4878,0.7445165405640957,0.16406789111206016,0.0914155683238442,0.5118717429851705,0.25646214391184247,0.23166611310298704,0.37862936388484625,0.494825503265535,0.12654513284961877,0.21206618511966546,0.6177886368356241,0.1701451780447103,0.13339920731297575,0.7859969289859091,0.08060386370111504,0.06005229802366693,0.8672295842471189,0.0727181177292141,0.037094475996339346,0.941239481367191,0.021666042636469603,0.01259892947790208,0.9653386436696426,0.02206242685245531,0.001596792466668893,0.9904973754338475,0.007905832099483508
oof,2024020811,2025-01-29,2024,UTA,PIT,Delta Center,2025-01-30T02:30:00Z,83-87,77-93,0.5947108794026161,0.40528912059738387,0.13752289990608718,0.4459,0.48063095654315446,0.3593690434568455,3.32110208178044,3.1458090825012244,0.1752929992792156,6.466911164281664,0.0,6.0,,,False,,,,,,2.0,3.0,5.0,-1.0,0.3767228109229337,0.48122178901902113,0.0,1.0,0.0,0.0,0.0,,,,,,0.0,True,oof,3.32110208178044,3.1458090825012244,0.998,0.001,0.9943612093810684,0.003642832375409096,0.9913502156108155,0.0050244350632329135,0.9785503837628294,0.01276630527587571,0.9252823862426106,0.05290158573141416,0.8339100212456021,0.09127307629994433,0.739735288392249,0.09346499288362843,0.5523064716190057,0.1869775873238949,0.48122178901902113,0.13752289990608718,0.3528814806036878,0.206058581807562,0.2101969141579094,0.14340475085810708,0.0770430014271923,0.1368605176343619,0.024253523994936677,0.05320698179907906,0.00945604129149317,0.01461740494953789,0.0037341911300690584,0.0049560944306309505,0.0030906488449435996,0.003645910527466728,0.001,0.0021,0.6059,0.4459,0.7449998784482436,0.16427115555640212,0.09072896599535427,0.5120705152911567,0.2566009816604878,0.23132850304835556,0.3767228109229337,0.49244550160353345,0.13083168747353294,0.21169187343040427,0.6164787709439762,0.17182935562561966,0.1333006667409375,0.7858844212779897,0.08081491198107278,0.06000304066883204,0.868571305059951,0.07142565427121698,0.03700484611040607,0.9411481401210704,0.021847013768523504,0.01307049913895218,0.9649639986496541,0.021965502211393702,0.0011935912449776392,0.9902949733716184,0.008511435383403963
oof,2024020812,2025-01-30,2024,BOS,WPG,TD Garden,2025-01-31T00:00:00Z,80-90,97-80,0.5,0.5,0.13780477765610347,0.3502,0.4549746855342913,0.3846253144657087,2.931550265513598,3.3714628194055396,-0.4399125538919417,6.3030130849191375,-1.0,6.0,,,False,,,,,,2.0,6.0,8.0,-4.0,0.38257529114499345,0.5059091287240002,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,True,oof,2.931550265513598,3.3714628194055396,0.9954,0.0032,0.9917330472901333,0.0036877930918017237,0.9917267306266271,0.004519293585913166,0.9744794599426808,0.017115598085467837,0.9188603113366817,0.05675619570776916,0.8318701675947042,0.0865217335154681,0.7151659004812855,0.11609044369644807,0.5059091287240002,0.21558702653234962,0.44505143128646146,0.13780477765610347,0.30154016755004215,0.21672485544003461,0.1745573626046865,0.1258491526991013,0.07273915503940662,0.09831831361490567,0.020766976381609,0.05015952997171711,0.006360136401893496,0.013562967520816252,0.003303966476247377,0.0024509647735342487,0.0007992552053242025,0.003430636808216662,0.0002,0.0006,0.5106,0.3502,0.7436666214232783,0.16417918749276547,0.09215419108395628,0.5124886467112915,0.25721064953997824,0.23030070374873024,0.38257529114499345,0.4951238753713156,0.12230083348369092,0.21390063609762855,0.6176312128472018,0.1684681510551698,0.13412812449171657,0.785064588636458,0.08080728687182534,0.05872717928950474,0.869006533005444,0.07226628770505136,0.034699075793828714,0.9424989529953524,0.022801971210818943,0.010536876556574327,0.9676452357877944,0.021817887655631384,0.0008060300118268824,0.9916656982581019,0.007528271730071184
oof,2024020821,2025-01-30,2024,SEA,SJS,Climate Pledge Arena,2025-01-31T03:30:00Z,69-95,59-105,0.5604273452027777,0.4395726547972223,0.14625339543592605,0.4532,0.48252457925854086,0.3464754207414591,2.973778894537189,2.793705152194918,0.18007374234227091,5.767484046732108,0.0,5.0,,,False,,,,,,6.0,2.0,8.0,4.0,0.5142480219580002,0.48146217515436524,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,2.973778894537189,2.793705152194918,0.9988,0.001,0.9954486598023633,0.0033527105381190463,0.9910740477393216,0.005512388072803482,0.9812894243736245,0.009697347690390953,0.9276222359881983,0.05291927153399943,0.835605229471704,0.0924811971300698,0.7406659224088686,0.09429122941162237,0.5620167403065207,0.18074408550951881,0.48146217515436524,0.14625339543592605,0.3557275819367224,0.19799827249014035,0.20237008554464303,0.14735906432265922,0.07664941687043732,0.1258107727086215,0.02310117145970251,0.05392872376222454,0.008544034239433255,0.014236975032530508,0.003584656153896704,0.004348257740196505,0.002095612579486201,0.0035686090611431196,0.0008,0.0013,0.6242,0.4532,0.7398886370798012,0.16436271847284872,0.09574864444734998,0.5142480219580002,0.25973224247318405,0.2260197355688156,0.3932957255886837,0.49094787290164876,0.11575640150966754,0.22072212820835094,0.6153216821238738,0.16395618966777525,0.1375700142040495,0.7809160134580468,0.08151397233790367,0.05472226752530838,0.8613151936790389,0.0839625387956527,0.027827425673163913,0.9470799098298235,0.025092664497012702,0.006129300210652607,0.9729784561807475,0.020892243608599783,0.00014605140639826448,0.9937428529742911,0.00611109561931059
oof,2024020814,2025-01-30,2024,OTT,WSH,Canadian Tire Centre,2025-01-31T00:00:00Z,91-83,99-75,0.5175505607571943,0.4824494392428057,0.14106860867940688,0.4039,0.4696039161112159,0.36579608388878415,3.024849019747387,3.1057578166433055,-0.08090879689591857,6.130606836390692,-1.0,6.0,,,False,,,,,,5.0,4.0,9.0,1.0,0.383953909493219,0.5328578239613667,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.024849019747387,3.1057578166433055,0.9975,0.0018,0.9938735539404537,0.0036326753349906534,0.9915354888410424,0.004820193184850404,0.9776817768028666,0.013715663915436669,0.9237048404880166,0.05383008140148168,0.833970783256004,0.08947734234849786,0.7262999538263013,0.10724999977420295,0.5328578239613667,0.1997842975892836,0.46450613481191205,0.14106860867940688,0.3314401714453455,0.21322164136910166,0.19545738819884487,0.13851012861252315,0.07487856650541459,0.1231332642638004,0.02247725594447241,0.052149256595204266,0.008294995993787533,0.013936629070573638,0.003576090810593046,0.003999157102489024,0.0019960028527039623,0.003568933319426787,0.0006,0.0014,0.5685,0.4039,0.7426215913708896,0.16430995048116584,0.09306845814794462,0.5124420285223622,0.25775457791022255,0.2298033935674153,0.383953909493219,0.49253933972919156,0.12350675077758946,0.21512454704034675,0.6155737719522741,0.1693016810073792,0.13524516698733796,0.7838706635238895,0.0808841694887726,0.05760131264921054,0.8654562699866072,0.07694241736418218,0.0319499849851647,0.9453015614934711,0.022748453521364218,0.009010088471906317,0.9696173538081965,0.021372557719897215,0.0004997350395274899,0.9924216764675725,0.007078588492900034
oof,2024020815,2025-01-30,2024,TBL,LAK,Amalie Arena,2025-01-31T00:00:00Z,101-75,85-89,0.5930686679392282,0.4069313320607718,0.1413035577916772,0.2824,0.4350119557648314,0.4006880442351686,2.2975988900958666,3.1330692134263765,-0.8354703233305099,5.430668103522243,-1.0,5.0,,,False,,,,,,3.0,0.0,3.0,3.0,0.5150951274084832,0.4706051915681787,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,2.2975988900958666,3.1330692134263765,0.9969,0.0025,0.993089506234876,0.003820259523468662,0.9919052366892683,0.004321722492169997,0.9741322826283616,0.017542641856202513,0.9163888714377113,0.058735824470310234,0.8322498881325909,0.08362537514172724,0.6985287984283248,0.13258780379689136,0.4706051915681787,0.24413617358356082,0.4171117926918042,0.1413035577916772,0.2585724415036274,0.22262162779213618,0.14129183819328325,0.11074363941529569,0.06672608468011719,0.07056723475075935,0.017557671224254386,0.04467782184591396,0.0038090797019690033,0.012583194302949694,0.0029676861787722446,0.0007644464581174011,0.0003997566842328213,0.0031741971478273733,0.0001,0.0003,0.4467,0.2824,0.7376404378836928,0.16458329470359453,0.09777626741271261,0.5150951274084832,0.26128411964600734,0.22362075294550948,0.3925629531906876,0.47930976329291985,0.12812728351639244,0.22452098677682777,0.6108086784065418,0.16467033481663046,0.13999965458749591,0.7775647712481658,0.0824355741643382,0.05141150344135396,0.8588360512916287,0.0897524452670174,0.023262973452337736,0.9483160065706567,0.028421019977005607,0.004025441592026316,0.9758269509613045,0.020147607446669245,2.7656043643072172e-05,0.9946053707527515,0.005366973203605584
oof,2024020819,2025-01-30,2024,EDM,DET,Rogers Place,2025-01-31T02:00:00Z,105-87,80-84,0.597718531110693,0.40228146888930705,0.1509123611004247,0.4203,0.4739414491564983,0.3489585508435017,2.7117596812813125,2.6437705981113293,0.0679890831699832,5.355530279392642,0.0,5.0,,,False,,,,,,2.0,3.0,5.0,-1.0,0.5138719895770085,0.4678579206759252,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,True,oof,2.7117596812813125,2.6437705981113293,0.9993,0.0006,0.9957373169340397,0.0035632211978801893,0.9911614261276455,0.005341795119181703,0.9813105825612104,0.009792550737009796,0.9282164556546746,0.05190964557819769,0.8368860984489267,0.09150228647415157,0.7307652035721157,0.10531758775455524,0.5395565137407015,0.20393582854740155,0.4678579206759252,0.1509123611004247,0.33851168535921183,0.20139405741829908,0.19078388059937867,0.141450124040776,0.07353681822791312,0.12203722498912381,0.02120846160807912,0.05215619200862825,0.006701233371236306,0.013716444041637405,0.003288813576921768,0.0029245254625253083,0.0008990857612055644,0.003400612442098962,0.0003,0.0006,0.5974,0.4203,0.7364088166919303,0.16459334183435662,0.09899784147371297,0.5138719895770085,0.26120950396016684,0.22491850646282466,0.39559027983744816,0.4784362665351128,0.12597345362743892,0.22758051209454738,0.6144808383082615,0.1579386495971912,0.14054150936069815,0.7770179067875462,0.08244058385175566,0.05064507513572344,0.8584209320910894,0.09093399277318716,0.02290728303203271,0.9471317733267123,0.029960943641255042,0.003947419262547473,0.9759783336907321,0.020074247046720395,3.6399729000662755e-05,0.9948163251973647,0.005147275073634575
