kind,game_id,gameday,season,home_team,away_team,venue,start_time_utc,home_record,away_record,p_home_win,p_away_win,p_tie,derived_ml,p_home_win_derived,p_away_win_derived,mu_h,mu_a,mu_margin,mu_total,fair_spread,fair_total,spread_line,total_line,has_offer,p_cover_offered,p_push_offered,p_over_offered,p_under_offered,p_push_total_offered,home_score,away_score,total,margin,p_over_fair,p_cover_fair,y_over_fair,y_under_fair,y_push_fair,y_cover_fair,y_push_spread_fair,y_over_offered,y_under_offered,y_push_total_offered,y_cover_offered,y_push_spread_offered,y_home_win,decided,frame_view,pred_home,pred_away,p_home_cover_m8,p_push_m8,p_home_cover_m7,p_push_m7,p_home_cover_m6,p_push_m6,p_home_cover_m5,p_push_m5,p_home_cover_m4,p_push_m4,p_home_cover_m3,p_push_m3,p_home_cover_m2,p_push_m2,p_home_cover_m1,p_push_m1,p_home_cover_0,p_push_0,p_home_cover_1,p_push_1,p_home_cover_2,p_push_2,p_home_cover_3,p_push_3,p_home_cover_4,p_push_4,p_home_cover_5,p_push_5,p_home_cover_6,p_push_6,p_home_cover_7,p_push_7,p_home_cover_8,p_push_8,p_home_cover_m0_5,p_home_cover_0_5,p_over_4,p_under_4,p_push_total_4,p_over_5,p_under_5,p_push_total_5,p_over_6,p_under_6,p_push_total_6,p_over_7,p_under_7,p_push_total_7,p_over_8,p_under_8,p_push_total_8,p_over_9,p_under_9,p_push_total_9,p_over_10,p_under_10,p_push_total_10,p_over_11,p_under_11,p_push_total_11,p_over_12,p_under_12,p_push_total_12
oof,2024020400,2024-12-03,2024,WSH,SJS,Capital One Arena,2024-12-04T00:00:00Z,99-75,59-105,0.5757536337902597,0.4242463662097403,0.14104929891117127,0.4606,0.47840721256953633,0.35749278743046364,3.174490927470014,2.966881915498012,0.2076090119720022,6.1413728429680265,0.0,5.0,,,False,,,,,,1.0,2.0,3.0,-1.0,0.5229835767028653,0.46511982638186483,0.0,1.0,0.0,0.0,0.0,,,,,,0.0,True,oof,3.174490927470014,2.966881915498012,0.9987,0.0008,0.9935299824204952,0.005171987656554239,0.9889707995569039,0.006067231650955038,0.9764605920120002,0.012500074052513336,0.9222893995493545,0.05105275065459031,0.8071815007032318,0.11413794110792796,0.7047978177832188,0.10053109271955331,0.5388132216285154,0.16597560083985605,0.46511982638186483,0.14104929891117127,0.3519193351339662,0.16583465115867688,0.23175995991589382,0.10376138481509375,0.09669425043484817,0.1317773287587148,0.02659351997636892,0.06735837292354935,0.0031093072068816368,0.014327503900288129,0.007635731214258726,0.0037656969571242386,0.0021,0.0056,0.0006,0.0015,0.6247,0.4606,0.7766398376799878,0.14137253086013568,0.08198763145987649,0.5229835767028653,0.22365787283246635,0.25335855046466843,0.3851655284072072,0.4789807375316355,0.13585373406115736,0.18673392350875834,0.6013773700837765,0.21188870640746513,0.1248781607804222,0.8089656684280447,0.0661561707915331,0.05948577551129454,0.8743654690849706,0.06614875540373494,0.018589198939346456,0.9422193326382944,0.039191468422359176,0.013122358746004545,0.9846496225396412,0.0022280187143542476,4.2929203862491606e-07,0.9989033774495355,0.0010961932584258726
oof,2024020397,2024-12-03,2024,BUF,COL,KeyBank Center,2024-12-04T00:00:00Z,93-84,115-69,0.5581739685358398,0.4418260314641602,0.13371161898049494,0.3073,0.42926798186796544,0.4161320181320346,2.9174613741136612,3.7014792509388883,-0.7840178768252271,6.6189406250525495,-1.0,6.0,,,False,,,,,,4.0,5.0,9.0,-1.0,0.4160495097886945,0.543024382241092,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,True,oof,2.9174613741136612,3.7014792509388883,0.9941,0.0041,0.9841387306061287,0.009995143858170042,0.9805189308882123,0.009301152067549317,0.9736770756973137,0.006707030862526655,0.9151303153642739,0.05975249069998788,0.8144113521891716,0.10239841086598114,0.7277490868828091,0.09052923423632318,0.543024382241092,0.18799346513857396,0.4744048743725801,0.13371161898049494,0.3113920709678873,0.24990221092295375,0.20819735045893933,0.11008643573272789,0.07941873486291745,0.13327274166160072,0.014899406359614004,0.06392973135097804,0.00890612042463073,0.004255460758267103,0.0015982323213853602,0.00838734324397324,0.0009,0.0007,0.0002,0.0007,0.4619,0.3073,0.8016114804911515,0.12747645454608547,0.07091206496276294,0.5363964077731836,0.1986830457217828,0.2649205465050336,0.4160495097886945,0.45881069183526907,0.12513979837603645,0.1931507047207894,0.5614584963673258,0.24539079891188478,0.13367442150279624,0.7997720838335636,0.06655349466364015,0.05628631895974856,0.8666838218004373,0.07702985923981408,0.015549401641712065,0.9425909660024683,0.0418596323558198,0.014434916723958486,0.9840363267597333,0.0015287565163082512,4.3285852279949885e-05,0.9996585947551301,0.0002981193925899322
oof,2024020398,2024-12-03,2024,MTL,NYI,Centre Bell,2024-12-04T00:00:00Z,98-90,78-86,0.5587093868660193,0.44129061313398066,0.15122676851766417,0.5344,0.5200721585732103,0.3019278414267897,2.8121972416117327,2.105350986507513,0.7068462551042196,4.917548228119246,0.0,4.0,,,False,,,,,,2.0,1.0,3.0,1.0,0.7087285725431265,0.4568999605996502,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,2.8121972416117327,2.105350986507513,0.9999999979999998,9.99999998e-10,0.9978973090447295,0.0021026899556966577,0.9948516901600046,0.003471041191742339,0.9688365815413036,0.025991227806263444,0.9272140794888836,0.0442076216917432,0.8019019718014144,0.12357348932530304,0.6868539954525349,0.10823716234094673,0.5409595054424596,0.14245332779766065,0.4568999605996502,0.15122676851766417,0.36793267828438686,0.13236717563139735,0.2385973018482668,0.10067933593449285,0.09992649834426783,0.13135833585383777,0.027518393762520906,0.06831189637795852,0.00300719816968116,0.015849135688994105,0.0063578832001732295,0.003184196967170102,0.0017000000000000001,0.004700000000000001,0.0006,0.0011,0.7124,0.5344,0.7087285725431265,0.1799200886128823,0.11135133884399122,0.4747575398659513,0.2933651363892035,0.23187732374484524,0.3161116463421783,0.5745489862652908,0.10933936739253078,0.17212036327611857,0.7416292036304059,0.08625043309347548,0.09707374846431388,0.8380154875345576,0.06491076400112857,0.07207731233226403,0.8984073884820659,0.029515299185670082,0.0380689367458742,0.9302819021541162,0.031649161100009496,0.009628104396361198,0.9377123906215292,0.052659504982109695,9.661222212387972e-08,0.9565789352720843,0.04342096811569356
oof,2024020396,2024-12-03,2024,BOS,DET,TD Garden,2024-12-04T00:00:00Z,80-90,80-84,0.5645947087860004,0.4354052912139996,0.13712150519945265,0.569,0.5306458069154717,0.31075419308452834,3.336483295269901,2.3764520465137315,0.9600312487561693,5.712935341783632,0.0,5.0,,,False,,,,,,3.0,2.0,5.0,1.0,0.5143129364032363,0.46359103511879424,0.0,0.0,1.0,1.0,0.0,,,,,,1.0,True,oof,3.336483295269901,2.3764520465137315,0.9994999990005,0.0004999999995,0.9968345597607962,0.0026656707383252943,0.9940228116480845,0.0032724746059270625,0.9733402877851937,0.021032622629218106,0.9282870794305834,0.043518413503470105,0.8003344476441907,0.12500493365851043,0.6842200190022862,0.11062014861615128,0.5486698915573882,0.12768759532306903,0.46359103511879424,0.13712150519945265,0.36162680333083724,0.15250005865531793,0.2478901279692653,0.10005173729763198,0.110758649446398,0.13113615361771014,0.03921791015832882,0.06967508000950451,0.0017614073153052424,0.036730989716363883,0.012828575691800364,0.0020948451368794255,0.0049,0.0081,0.0017,0.0032,0.7276,0.569,0.760973008543994,0.15102562049169774,0.08800137096430831,0.5143129364032363,0.240666907909923,0.2450201556868407,0.3533483123224957,0.4862098283968083,0.1604418592806961,0.1807094747252357,0.6355987788887879,0.18369174638597635,0.11588477660750376,0.8181612845905838,0.06595393880191246,0.06310565893507813,0.8840063265818929,0.05288801448302899,0.02325522704497224,0.9396000591154025,0.03714471383962529,0.012116440524812455,0.9815695484558715,0.006314011019316033,1.0078614753383916e-07,0.9957089678198175,0.004290931394034857
oof,2024020402,2024-12-03,2024,MIN,VAN,Xcel Energy Center,2024-12-04T01:00:00Z,98-83,63-101,0.5161873426808283,0.48381265731917167,0.12176141449988363,0.2762,0.4181252019898962,0.44297479801010375,2.955952734835167,4.05776697160531,-1.1018142367701431,7.013719706440477,-2.0,6.0,,,False,,,,,,3.0,2.0,5.0,1.0,0.4411310649048063,0.7333936629450205,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,2.955952734835167,4.05776697160531,0.9913,0.0057,0.9774592605035548,0.013920132305178093,0.9752506414211646,0.011204730059938267,0.9690880557711375,0.005895051469912268,0.9125445028684214,0.06283364892556143,0.8133268962672774,0.10209611209377085,0.7333936629450205,0.08812375849949906,0.5502189893299299,0.18491204252902357,0.48232242522619884,0.12176141449988363,0.29608928518286864,0.2845909003549274,0.20393766692639062,0.11175317999672023,0.07766408503388368,0.13366138749469922,0.014499292370154931,0.06337595415547202,0.007763678223682447,0.003356842160762003,0.0014990734866794793,0.006851045172622521,0.0004,0.0011,0.0001,0.0003,0.4151,0.2762,0.8197975762160593,0.11817847064423372,0.062023953139706905,0.5357213927836865,0.17668087067789182,0.2875977365384216,0.4411310649048063,0.4394488419827986,0.11942009311239504,0.20475738464297566,0.5434703706469955,0.2517722447100288,0.14231410766794408,0.7910107444355415,0.0666751478965142,0.05352273135356276,0.8604031631764969,0.08607410546994039,0.012837498652187957,0.9434087035450546,0.043753797802757406,0.015438670724405667,0.9838886401016004,0.0006726891739940345,0.0006458551720168116,0.9992566185016286,9.752632635453996e-05
oof,2024020403,2024-12-03,2024,WPG,STL,Canada Life Centre,2024-12-04T01:00:00Z,97-80,84-87,0.5686631091601504,0.4313368908398496,0.14156415192164873,0.5149,0.5141556489159956,0.32114435108400435,3.3579838218315463,2.7514683327774683,0.606515489054078,6.109452154609015,0.0,5.0,,,False,,,,,,1.0,4.0,5.0,-3.0,0.5263502304135593,0.4630046331321429,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,True,oof,3.3579838218315463,2.7514683327774683,0.9996,0.0001,0.9964465178867065,0.003153737263646905,0.9916665472064372,0.005414915600431027,0.9763315775308117,0.014940307342687283,0.9248140158051191,0.04798852309204669,0.803898670625208,0.11898242935939081,0.6952288857165138,0.10577068013747447,0.5475974115784228,0.14169845481158685,0.4630046331321429,0.14156415192164873,0.35510327866134594,0.1637708674601844,0.24057552349006375,0.10160677024490128,0.10470077666943385,0.13143977540451007,0.03375255306575326,0.06868487621199063,0.002155238081841252,0.024943206710218834,0.00979995409705264,0.0024246885178081353,0.0038,0.0061,0.0015,0.0023,0.6796,0.5149,0.7786166519431323,0.13926388937376663,0.08211945868310097,0.5263502304135593,0.22258972305930214,0.2510600465271385,0.3824889573031945,0.47550513001027916,0.14200591268652626,0.18791243025153467,0.6051481578248117,0.20693941192365367,0.12389849864333594,0.8097103494347905,0.06639115192187359,0.059900753558086675,0.8756035100277231,0.06449573641419037,0.01976269216966984,0.9406325201929775,0.039604787637352645,0.012963886162723702,0.983708010332186,0.0033281035050902194,3.013434375288957e-07,0.9986004684667954,0.0013992301897670831
oof,2024020404,2024-12-03,2024,CGY,CBJ,Scotiabank Saddledome,2024-12-04T02:00:00Z,75-89,80-84,0.5622467908095194,0.43775320919048055,0.13560098769051354,0.6361,0.5517610284972136,0.2917389715027864,3.4011479196182997,2.0658750006879085,1.3352729189303911,5.467022920306208,1.0,5.0,,,False,,,,,,3.0,0.0,3.0,3.0,0.5029934491064914,0.37050280766721716,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.4011479196182997,2.0658750006879085,0.9998,0.0001,0.998398162688001,0.0014018550723307781,0.9961676766892714,0.002319568513114689,0.9611700290892422,0.035305502337375505,0.9314194501413793,0.03905427943446537,0.7909486193596721,0.1373892184396998,0.6665154183538673,0.11942427921847129,0.5582885721412394,0.09346353997652397,0.46185012870127773,0.13560098769051354,0.37050280766721716,0.13597544432557998,0.2555361291475217,0.0981488998305115,0.1157424451467589,0.13074790083243945,0.04297961234167464,0.07058289864654732,0.0014471470216976135,0.041444841224278536,0.014289792313524861,0.0016333699939311314,0.005,0.0095,0.0016,0.0034,0.7926,0.6361,0.7405863270334004,0.1600747945597664,0.0993388784068331,0.5029934491064914,0.2620513224628494,0.23495522843065936,0.3405691082304956,0.5199625389944622,0.13946835277504224,0.1822441604210337,0.6888356246569232,0.12892021492204317,0.10914675842798337,0.8250842879763195,0.06576895359569708,0.06598752240240648,0.8909883265175552,0.04302415108003833,0.027148780407230177,0.9375552648741245,0.035295954718645266,0.011445553271421712,0.9752476374334671,0.013306809295111233,1.0048799422306697e-07,0.9934055833493014,0.00659431616270432
oof,2024020405,2024-12-03,2024,VGK,EDM,T-Mobile Arena,2024-12-04T03:00:00Z,108-89,105-87,0.5662108946985951,0.4337891053014049,0.12856427894646247,0.5516,0.5253121429188684,0.3274878570811316,3.8199354982247335,2.9695436422026398,0.8503918560220938,6.789479140427373,0.0,6.0,,,False,,,,,,1.0,0.0,1.0,1.0,0.426678830828635,0.46902027161527743,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.8199354982247335,2.9695436422026398,0.9994,0.0005,0.9950274690017433,0.004373165172137484,0.9912287885984477,0.004852266544656454,0.9755964588909319,0.015802725770979305,0.9240731807384001,0.04865432917733294,0.8025909548375864,0.12031893434848213,0.6937050393130889,0.10683238117029976,0.5623953893284427,0.11665872885522315,0.46902027161527743,0.12856427894646247,0.3508954403386779,0.1781721593642988,0.24882579920623019,0.10098332077814362,0.11182406914998849,0.13104043741738164,0.04115436346779586,0.06955613084449204,0.0015192176368017491,0.03665399475476476,0.01506448676123375,0.0018197285186707106,0.0059,0.0094,0.0017,0.0042,0.6988,0.5516,0.8083658809995953,0.12239196534939945,0.0692421536510053,0.5370052738725729,0.1903530864325607,0.2726416396948663,0.426678830828635,0.45216827738261817,0.12115289178874687,0.19802938222916736,0.5551622549212812,0.2468083628495514,0.13765417217022405,0.7958356500218933,0.06651017780788267,0.05497431776654765,0.8620690637364109,0.08295661849704145,0.01427383981412405,0.9430916889492472,0.04263447123662873,0.014806594495945761,0.9842091757071644,0.0009842297968899543,8.39013233988716e-05,0.9997463329771571,0.00016976569944397973
oof,2024020401,2024-12-03,2024,CAR,SEA,Lenovo Center,2024-12-04T00:00:00Z,125-73,69-95,0.6020867270207526,0.3979132729792474,0.14933876803926957,0.515,0.5141859509686256,0.3104140490313744,2.8306138790312345,2.2058230806036057,0.6247907984276289,5.03643695963484,0.0,4.0,,,False,,,,,,2.0,4.0,6.0,-2.0,0.7196091402467022,0.4586326532837954,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,True,oof,2.8306138790312345,2.2058230806036057,0.9997999990001999,0.0001999999998,0.9981411806636871,0.0016588557202443356,0.9945452843671994,0.003777234327939453,0.9725815776612943,0.021795382125790404,0.92741667579376,0.044350856844843044,0.8042455857656651,0.1207422420696411,0.6919092282589702,0.10495068411010688,0.5376725730167657,0.15275216111642614,0.4586326532837954,0.14933876803926957,0.3659375093273456,0.135417188406233,0.23544948159729417,0.10115029678267855,0.09799882278852096,0.13157564042581546,0.02585429583553376,0.06807099659416709,0.0034943640310867606,0.014627411309517708,0.00507351471455107,0.003568864547281837,0.0015,0.0036,0.0003,0.0012,0.6904,0.515,0.7196091402467022,0.17501778137223145,0.10537307838106648,0.4842551701127271,0.2837791606068248,0.23196566928044818,0.32296633700665367,0.5558273304542157,0.12120633253913059,0.1760739625234295,0.7278385110271236,0.09608752644944689,0.10111699421028601,0.833698041829474,0.06518496396023994,0.07044248618117396,0.8939799761474614,0.03557753767136475,0.03415800944397562,0.933633655138388,0.03220833541763637,0.01008929209246039,0.9616027587791361,0.028307949128403363,9.629447223543092e-08,0.9531848025902105,0.04681510111531722
oof,2024020406,2024-12-04,2024,TOR,NSH,Scotiabank Arena,2024-12-05T00:30:00Z,91-86,68-96,0.5535640881155587,0.4464359118844413,0.14150423419369582,0.4797,0.48420761382822375,0.35099238617177625,3.1105731223602873,2.758044358171375,0.3525287641889121,5.868617480531663,0.0,5.0,,,False,,,,,,3.0,2.0,5.0,1.0,0.5321766137943761,0.45763457351465203,0.0,0.0,1.0,1.0,0.0,,,,,,1.0,True,oof,3.1105731223602873,2.758044358171375,0.9992,0.0004,0.9969228484654911,0.002277759202868577,0.9880063019922641,0.009671434883188697,0.9773898188706155,0.009340682513724389,0.9376968844221507,0.03767432120018554,0.8212743673029086,0.11501033455667517,0.7266017228227493,0.09166491442308675,0.5401336208241858,0.18106936544455296,0.45763457351465203,0.14150423419369582,0.32622886543515633,0.1887930354597192,0.23352325322285378,0.0711781433907742,0.09059412171811748,0.13948363132784247,0.023836205073338078,0.06565476956645504,0.007896222310808283,0.009452989426389249,0.005372275932963482,0.007565857690142971,0.002,0.0034,0.0008,0.0012,0.6445,0.4797,0.7632942975399811,0.16551861018581854,0.0711870922742003,0.5321766137943761,0.23517259612129585,0.2326507900843281,0.3963743627512623,0.4600414060333384,0.14358423121539932,0.21410753278992548,0.5932909281935651,0.19260153901650948,0.14890473895305753,0.7850651642445924,0.06603009680235002,0.05260394863908122,0.8519963255647249,0.09539972579619392,0.02471734722043,0.9490668180385459,0.02621583474102422,0.014478806389000135,0.9758051623783643,0.009716031232635505,0.005689764805732252,0.9922168733274498,0.0020933618668179106
oof,2024020407,2024-12-04,2024,CHI,BOS,United Center,2024-12-05T00:30:00Z,54-110,80-90,0.5476374206698699,0.45236257933013013,0.11554077590311868,0.6707,0.5631875826956109,0.30631241730438913,3.851856664637998,2.25647258241052,1.5953840822274783,6.108329247048518,1.0,5.0,,,False,,,,,,2.0,4.0,6.0,-2.0,0.5361014812238555,0.34859924488802946,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,True,oof,3.851856664637998,2.25647258241052,0.9998999990001,9.99999999e-10,0.9988018921489582,0.001098131006182642,0.9876223744728587,0.011412080766771908,0.969905150215652,0.018979839704599516,0.9466680523037808,0.023082615277510647,0.815415090823656,0.12919926319065275,0.6998219197813469,0.10861088305212598,0.596477319718853,0.07541170324040294,0.48537243065034624,0.11554077590311868,0.34859924488802946,0.19140327804126175,0.29786735243410095,0.0577965055805162,0.12700391957268,0.16386555996318947,0.05051801371532551,0.07687597597471764,0.0047208293993348145,0.05868760875569736,0.0254319063670443,0.0048280691183545665,0.0104,0.0157,0.0028000000000000004,0.007600000000000001,0.8012,0.6707,0.7728897922413182,0.16074081091976772,0.0663693968389142,0.5361014812238555,0.22794665971916367,0.23595185905698096,0.4070386511269284,0.46255414990088217,0.13040719897218947,0.21612264620648375,0.5862215339600676,0.1976558198334485,0.1508160687709519,0.7828830102918551,0.06630092093719303,0.05186536456445035,0.8483604185500613,0.09977421688548828,0.023411271830235125,0.9482591576528411,0.02832957051692375,0.014087090908309252,0.9765760891096048,0.009336819982086037,0.006470334997786834,0.9926142125295756,0.000915452472637521
oof,2024020408,2024-12-04,2024,ANA,VGK,Honda Center,2024-12-05T03:00:00Z,84-92,108-89,0.5171858143379041,0.4828141856620959,0.11663697365967778,0.6182,0.5460171361088483,0.3218828638911517,4.322527885228273,3.004137674330512,1.318390210897761,7.326665559558785,1.0,7.0,,,False,,,,,,1.0,4.0,5.0,-3.0,0.22653441121228268,0.33756304812694754,0.0,1.0,0.0,0.0,0.0,,,,,,0.0,True,oof,4.322527885228273,3.004137674330512,0.9991,0.0007,0.9969330617124205,0.0021676127011931185,0.987160586632054,0.010520914195563173,0.9736569957434887,0.013846938842573327,0.941867049875127,0.031007908085581157,0.8180227274576445,0.12201565475442579,0.7128599741839614,0.10075567402124593,0.5963904488002026,0.08636475004902759,0.48015477710421706,0.11663697365967778,0.33756304812694754,0.20473375213877315,0.2868912076810971,0.06432890994124822,0.1236373008761124,0.15763016022164472,0.05005321891109517,0.07434726857129985,0.004677340003234726,0.052188388893094566,0.027609147414815405,0.004816923240634163,0.0112,0.0172,0.0051,0.0061,0.7503,0.6182,0.8084090800237707,0.14135725804488106,0.05023366193134831,0.5152806501990098,0.18820418739782818,0.296515162403162,0.4538900448058078,0.47596663437414366,0.07014332082004861,0.22653441121228268,0.5651995604083646,0.2082660283793527,0.1584311601873977,0.774780426185666,0.06678841362693626,0.04897019793066473,0.8404050938856207,0.11062470818371462,0.0166111662594416,0.9481045666129166,0.035284267127641634,0.012502646995164039,0.9818871769461387,0.0056101760586971545,0.023225068257168118,0.9766531392668234,0.00012179247600855259
oof,2024020409,2024-12-04,2024,LAK,DAL,Crypto.com Arena,2024-12-05T03:00:00Z,85-89,111-77,0.546857814702394,0.45314218529760597,0.12366281085549441,0.6285,0.5493101551548101,0.3096898448451899,3.9115544925303904,2.5296688802650036,1.3818856122653869,6.441223372795394,1.0,6.0,,,False,,,,,,3.0,2.0,5.0,1.0,0.4228688106743729,0.34240826095898125,0.0,1.0,0.0,0.0,1.0,,,,,,1.0,True,oof,3.9115544925303904,2.5296688802650036,0.9997,0.0002,0.9981471877723028,0.0015529256537655156,0.987348096232875,0.011178227060998231,0.9723190811320637,0.01609199502120978,0.9441451646970064,0.027015689713216984,0.8170329825347765,0.12534174646952828,0.706752087489973,0.1042936954970757,0.5861879704174114,0.09641603569644118,0.4776834463979403,0.12366281085549441,0.34240826095898125,0.1946205384637263,0.28641996416597876,0.0609734942583008,0.11963947767559686,0.1613156966232856,0.04588929642626143,0.07406731064073586,0.005005248593713053,0.04439041996528565,0.023336644860563648,0.005139458308327476,0.0107,0.0132,0.0032,0.0075,0.7695,0.6285,0.7814543285439878,0.1560338343577598,0.06251183709825248,0.538205652141397,0.2208416102780396,0.24095273758056332,0.4228688106743729,0.47123930353168836,0.1058918857939388,0.21866393650643823,0.5810344364018168,0.20030162709174498,0.15285638001038612,0.7806893666310465,0.06645425335856743,0.05101308071320828,0.8462473166674566,0.10273960261933526,0.021085075966509523,0.9487197519346205,0.030195172098870036,0.01358313779507399,0.9785026783083308,0.007914183896595131,0.011453349369094756,0.9878151865197938,0.0007314641111113823
oof,2024020414,2024-12-05,2024,PHI,FLA,Wells Fargo Center,2024-12-06T00:00:00Z,80-94,103-84,0.5216366984095319,0.47836330159046814,0.13125253272957152,0.3709,0.45049702926839075,0.39820297073160926,3.1432456824490203,3.456456514796231,-0.3132108323472109,6.599702197245252,-1.0,6.0,,,False,,,,,,5.0,7.0,12.0,-2.0,0.4132657011093962,0.5209347727857699,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,True,oof,3.1432456824490203,3.456456514796231,0.997,0.0022,0.9910891368536646,0.005920615350001193,0.9855820602874532,0.008735116325809873,0.9788102566202024,0.006035537494409015,0.9317893193421151,0.04688689959585745,0.8234309975395425,0.10751501272661977,0.7404129913467573,0.08420108748250947,0.5209347727857699,0.2210949433634634,0.4548718470860792,0.13125253272957152,0.2986967640603791,0.22897062719302005,0.20427034907613884,0.09026871930278174,0.0782730733167941,0.12722735163438853,0.018967689424311932,0.0585837663035133,0.00891818318865212,0.004771395900662561,0.0047762806457525755,0.0089920654791435,0.0017,0.0031,0.0007,0.001,0.5222,0.3709,0.7874398905797214,0.15177775611398256,0.06078235330629605,0.5351843646706922,0.2138625707498311,0.25095306457947675,0.4132657011093962,0.4556059355279929,0.13112836336261088,0.2195538046593722,0.577446007494569,0.20300018784605878,0.15405858740395886,0.7795745536695187,0.06636685892652244,0.05055451818749888,0.844390992231635,0.10505448958086601,0.01971133455199555,0.9499082254658672,0.030380439982137377,0.013382667456114824,0.9798639274035517,0.006753405140333561,0.012000121379530453,0.9875829263941154,0.000416952226354106
oof,2024020410,2024-12-05,2024,BUF,WPG,KeyBank Center,2024-12-06T00:00:00Z,93-84,97-80,0.5262112252623566,0.47378877473764336,0.14547902238761815,0.3268,0.43596723477896826,0.3938327652210317,2.4539178839924327,2.987529178571324,-0.5336112945788911,5.441447062563757,-1.0,5.0,,,False,,,,,,2.0,3.0,5.0,-1.0,0.5385451197722657,0.4750360030052026,0.0,0.0,1.0,0.0,1.0,,,,,,0.0,True,oof,2.4539178839924327,2.987529178571324,0.9981,0.0015,0.9930624192061955,0.005041917579192063,0.9864616839294512,0.008866808702354437,0.978223271743724,0.007009088666878839,0.9310754621026834,0.04680225497976998,0.8240317765594716,0.10778329827199502,0.7414109310848556,0.08236011465568514,0.4750360030052026,0.2887532584515872,0.44498012438886037,0.14547902238761815,0.292352348538798,0.22732029791240985,0.18126144876859995,0.0996776046408775,0.06491568538714332,0.11975427351366297,0.010670235177231762,0.05423662248390118,0.01393369387631591,0.001283499639897319,0.0011986199546661518,0.013933428673683867,0.0005,0.0007,9.99999999e-10,0.0004999999995,0.497,0.3268,0.7496534548461538,0.17216519527594315,0.07818134987790314,0.5385451197722657,0.25138144444128757,0.21007343578644663,0.3995682863317998,0.4817440107144122,0.11868770295378799,0.21045505956532123,0.6058696559306244,0.1836752845040545,0.14547639726615488,0.7891424005605979,0.06538120217324728,0.054125921104600246,0.8564727138306318,0.08940136506476794,0.0297879903433304,0.9466285490014368,0.023583460655232816,0.015586559583992158,0.9715034856537593,0.012909954762248533,0.0025862389032928986,0.9888195298624224,0.008594231234284646
oof,2024020412,2024-12-05,2024,OTT,DET,Canadian Tire Centre,2024-12-06T00:00:00Z,91-83,80-84,0.5211881976166002,0.4788118023833998,0.13152687372150645,0.5668,0.5299691925164625,0.31863080748353756,3.7058849461591286,2.7413263848077714,0.9645585613513572,6.4472113309668995,0.0,6.0,,,False,,,,,,2.0,1.0,3.0,1.0,0.4069215035025661,0.4688703487284516,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.7058849461591286,2.7413263848077714,0.9993,0.0005,0.9964199052356332,0.002880753153188,0.9869989197694453,0.010359721444761405,0.9739201730233519,0.013320454764973342,0.9419612638339258,0.03136879803906123,0.819312409407708,0.1202676567063616,0.7168470183314846,0.0975234928639114,0.5720896149551722,0.1254264718963761,0.4688703487284516,0.13152687372150645,0.3360324939207244,0.19189685559906777,0.2665433035657038,0.06586766461695302,0.11021894321015163,0.1513029412951459,0.03931581600564152,0.07078735900635957,0.00547146090891025,0.02796979486189328,0.018738004411740308,0.005549557001310529,0.0072,0.0119,0.003,0.0042,0.7182,0.5668,0.7833527166459996,0.156054262315726,0.06059302103827442,0.531151035044693,0.21647292665626117,0.25237603829904587,0.4069215035025661,0.4521760048965464,0.14090249160088736,0.21971193267731376,0.582009314534234,0.19827875278845222,0.1534481707047526,0.7801626661028644,0.06638916319238297,0.050751444052234806,0.8461765280636888,0.10307202788407639,0.020280124222083473,0.9490010689583512,0.030718806819565386,0.013563319756369381,0.9794844144437407,0.006952265799889956,0.009988040773657699,0.9895348939625169,0.0004770652638254146
